fuelType,rating,renterTripsTaken,reviewCount,locationcity,locationlatitude,locationlongitude,locationstate,ownerid,vehiclemake,vehiclemodel,vehicletype,vehicleyear
2,5.0,49,46,467,42.031835,-71.218869,19,793893,37,360,2,2018
1,4.94,41,34,730,45.35355,-122.835179,35,8458858,48,286,0,2018
1,5.0,89,83,191,39.713124,-104.927199,5,8689016,48,286,0,2018
2,4.88,10,8,428,40.449861,-111.894594,41,10833058,22,452,2,2016
2,4.92,16,13,743,40.55865,-111.902609,41,8018380,14,388,3,2019
2,4.98,56,52,303,27.836962,-82.349677,9,1809789,11,275,0,2012
2,4.83,123,96,452,33.954715,-118.414101,4,450229,33,369,0,2016
2,4.8,21,15,490,25.791807,-80.128564,9,9541863,24,203,0,2019
2,5.0,4,3,483,35.021088,-89.797041,39,9019103,8,128,2,2012
2,5.0,2,2,452,33.945348,-118.371061,4,1300139,37,360,2,2016
1,4.95,72,64,510,34.071904,-117.68584,4,521685,48,286,0,2018
2,4.88,22,17,531,36.084671,-86.643423,39,9753934,8,65,0,2019
2,4.94,72,65,586,28.513387,-81.46437,9,3158815,18,121,0,2019
2,4.83,28,23,66,35.221253,-97.675636,34,254030,37,445,0,2018
2,5.0,4,4,17,61.2022,-149.899957,0,2509465,22,312,2,2015
2,5.0,12,10,743,40.558829,-111.901278,41,8018380,23,359,0,2019
2,4.97,45,35,637,45.56771,-122.591369,35,2459011,25,351,2,2016
2,5.0,5,4,400,35.930221,-84.18586,39,11271979,8,140,4,2014
2,4.97,43,36,452,33.941636,-118.408844,4,3280890,21,145,0,2020
2,5.0,20,17,79,40.875159,-111.895532,41,1792640,23,381,1,2016
2,4.92,60,53,531,36.083487,-86.643043,39,9753934,13,291,0,2018
1,5.0,9,8,276,26.097498,-80.189331,9,6238619,48,287,0,2015
2,4.86,47,42,483,35.019883,-89.796826,39,9019103,8,65,0,2013
2,4.9,73,68,750,42.474244,-83.239306,22,1370302,23,302,0,2019
1,5.0,2,2,353,21.355309,-157.92934,11,9468747,37,236,0,2015
2,4.6,9,5,690,29.513039,-98.537561,40,64265,37,260,0,2014
1,5.0,1,1,240,40.669686,-74.228803,30,1651923,48,286,0,2020
2,5.0,6,5,743,40.561914,-112.003671,41,1985680,49,415,3,2008
2,4.69,15,13,432,38.036576,-84.425842,17,14660731,8,103,0,2016
2,4.41,47,32,357,29.671812,-95.527209,40,5870257,9,307,0,2007
2,4.66,199,148,357,29.747246,-95.366953,40,175408,0,205,0,2017
2,5.0,13,12,748,37.667207,-122.401688,4,6335822,31,253,0,2016
2,4.89,32,27,694,32.718717,-117.156274,4,8559214,8,407,2,2015
2,4.97,34,30,544,33.670424,-117.862358,4,9863897,10,73,0,2019
2,5.0,19,18,389,29.703037,-95.762885,40,4443967,37,290,2,2015
2,4.94,19,18,29,33.875559,-84.462533,10,499566,50,34,0,2019
2,4.83,109,93,617,39.940042,-75.195618,36,640066,50,309,0,2012
2,5.0,13,10,87,40.371105,-80.102223,36,625348,10,191,1,2018
2,5.0,6,4,315,40.588759,-112.427658,41,4426010,8,407,2,2016
2,4.98,48,43,387,38.972485,-94.600582,24,2139922,13,160,0,2016
2,5.0,12,11,651,39.50975,-119.80334,32,11995094,13,132,2,2011
1,5.0,8,8,126,33.276332,-111.80982,3,4348066,48,288,2,2016
1,5.0,18,13,732,35.172472,-85.319686,39,10447199,48,286,0,2019
2,5.0,9,9,802,40.682067,-74.235619,30,1527050,8,99,0,2020
2,4.57,164,110,415,39.70573,-105.076988,5,2245310,49,387,1,2006
0,5.0,2,2,694,32.821472,-117.274187,4,9100893,34,404,4,2019
2,5.0,37,31,290,37.503564,-121.961222,4,333431,8,100,0,2014
2,4.92,91,78,220,34.011861,-118.142165,4,3217019,10,223,2,2017
2,5.0,20,20,694,32.738541,-117.128602,4,10305282,3,364,0,2012
2,4.93,18,14,29,33.903877,-84.277873,10,53029,34,46,0,2019
2,5.0,11,10,422,36.227889,-115.32831,32,2423525,28,134,0,2017
2,5.0,10,7,401,29.990309,-97.858799,40,4303241,37,382,0,2015
2,5.0,7,4,783,28.084038,-82.61412,9,1453546,26,213,0,2018
1,4.98,112,101,422,36.135327,-115.234509,32,7740323,48,286,0,2018
2,5.0,22,18,658,40.512969,-111.96002,41,5575852,20,329,2,2015
2,5.0,7,5,36,25.957265,-80.145091,9,8035496,40,255,2,2020
2,5.0,43,30,35,30.287585,-97.767067,40,1031296,18,377,2,2013
2,4.7,23,20,749,34.967482,-89.988806,25,8267838,8,103,0,2015
2,4.89,12,9,50,32.838852,-97.118326,40,1025778,37,382,0,2019
3,5.0,8,7,17,61.121411,-149.893859,0,14802985,26,55,0,2016
2,5.0,24,22,422,36.114962,-115.200041,32,7577918,33,111,0,2017
2,5.0,6,3,489,25.799088,-80.26096,9,1506983,37,382,0,2019
2,5.0,7,6,101,39.036422,-84.718026,17,1234398,50,221,0,2013
2,5.0,8,5,384,21.376151,-157.757015,11,11398959,8,416,2,2015
2,5.0,16,4,816,21.376137,-158.019058,11,4209883,13,430,4,2015
2,4.8,25,20,2,21.378858,-157.929667,11,1643790,13,291,0,2017
2,5.0,76,64,586,28.469205,-81.267409,9,3140152,8,65,0,2015
2,5.0,1,1,297,39.940464,-83.159864,33,15249264,8,128,2,2016
2,4.89,24,19,17,61.177311,-149.935106,0,2907300,17,301,1,2013
2,4.94,92,77,375,30.332908,-81.792505,9,742089,8,99,0,2019
2,4.6,11,10,666,36.036803,-77.773805,27,1484412,20,328,2,2019
2,4.88,10,8,333,37.679103,-122.072501,4,11568805,10,73,0,2019
2,4.69,94,74,531,36.144329,-86.668383,39,7326774,39,395,0,2007
2,4.85,14,13,690,29.47629,-98.612783,40,14094827,13,160,0,2014
2,4.9,15,10,502,44.912337,-93.210672,23,1300675,49,478,0,2012
2,4.82,37,33,422,36.093617,-115.298463,32,2434410,4,242,0,2016
1,5.0,4,4,518,39.998442,-74.880304,30,4261256,48,288,2,2016
2,4.69,14,13,743,40.550079,-111.897834,41,8810918,37,361,2,2019
2,4.8,36,30,357,30.019536,-95.381183,40,5887443,49,333,2,2012
2,4.94,111,103,378,40.717574,-74.054513,30,2110510,4,248,0,2018
2,5.0,2,2,141,39.157346,-84.575427,33,4781411,13,160,0,2014
2,5.0,4,4,682,38.656065,-121.52561,4,14859798,17,54,2,2014
2,5.0,8,6,421,27.898637,-82.790002,9,15330412,13,160,0,2014
2,4.95,63,55,193,47.407729,-122.313862,43,3641145,49,66,0,2015
2,4.96,70,50,415,39.7061,-105.078387,5,2245310,49,9,2,2005
2,5.0,30,26,514,35.886889,-78.833408,27,12073494,17,78,0,2019
2,5.0,2,2,743,40.550449,-111.898507,41,8810918,37,360,2,2020
2,5.0,3,1,506,29.606214,-95.50274,40,10263974,33,164,2,2013
2,5.0,48,44,542,47.544463,-122.16265,43,10537511,13,142,3,2018
2,5.0,7,7,446,40.87252,-74.09516,30,15013442,40,255,2,2018
1,4.88,113,92,378,40.722236,-74.040823,30,875927,48,286,0,2018
1,5.0,12,9,643,33.275979,-111.678653,3,8301560,48,286,0,2018
1,5.0,3,3,694,32.800778,-117.119586,4,11014406,48,288,2,2016
2,5.0,8,7,586,28.447588,-81.241773,9,9448952,10,191,1,2018
2,4.8,16,15,743,40.559833,-111.90219,41,8018380,23,381,1,2019
2,4.81,32,27,368,33.928064,-118.376845,4,9828768,49,66,0,2011
2,5.0,1,1,554,40.805178,-74.015153,30,15591175,17,313,2,2017
2,5.0,6,4,548,40.070356,-85.989419,15,15089861,50,127,0,2010
2,5.0,3,3,116,35.862694,-78.898073,27,15411561,22,454,2,2020
0,5.0,39,32,707,33.698738,-117.864644,4,8494618,33,166,2,2011
1,5.0,17,15,471,33.086887,-112.044792,3,122099,48,286,0,2019
2,5.0,3,3,73,43.62788,-116.202069,13,5411520,3,319,2,2017
2,4.88,159,130,719,33.615885,-111.901948,3,687208,8,257,0,2016
2,5.0,7,7,618,33.449353,-111.987925,3,3410675,37,445,0,2011
2,5.0,28,25,618,33.448405,-111.984705,3,4009047,29,80,0,2017
2,4.93,15,15,391,40.760871,-74.147696,30,9370336,13,291,0,2019
2,4.71,81,66,637,45.567586,-122.590313,35,2459011,3,321,2,2015
2,5.0,16,13,452,33.9446,-118.371682,4,1300139,50,43,0,2013
2,5.0,29,26,489,25.800326,-80.260967,9,637495,40,15,0,2017
2,4.78,70,63,100,37.594017,-122.363695,4,487015,25,353,2,2014
2,4.98,95,85,131,35.161872,-80.736218,27,2032137,3,322,2,2010
2,5.0,5,3,618,33.481916,-111.998378,3,13628009,8,390,3,2017
2,5.0,2,2,14,28.650132,-81.361569,9,449556,37,32,0,2015
2,4.91,25,23,34,39.820145,-104.690445,5,4913195,49,415,3,2020
1,5.0,7,6,289,39.365451,-77.442905,20,14700083,48,286,0,2020
2,5.0,1,1,500,45.436043,-122.607159,35,496956,40,308,0,2012
3,5.0,24,21,111,33.128971,-117.241385,4,6353730,4,470,2,2016
1,4.84,36,31,110,26.644299,-81.935664,9,11498083,48,286,0,2019
2,5.0,3,3,321,39.607449,-86.077866,15,825633,0,410,0,2015
2,5.0,16,16,403,36.026071,-86.583121,39,622296,37,382,0,2019
2,5.0,19,15,131,35.146745,-80.827395,27,9113917,13,154,0,2014
2,4.83,26,23,707,33.719155,-117.895784,4,5660930,26,345,2,2015
2,4.95,93,87,617,39.966536,-75.16976,36,9119325,49,66,0,2015
2,4.79,112,94,387,39.311509,-94.714636,24,2272659,13,154,0,2013
2,4.67,13,12,789,45.430179,-122.7693,35,6250422,3,16,0,2013
2,4.97,35,33,586,28.371074,-81.26198,9,9809595,3,332,0,2014
2,5.0,31,29,189,26.298059,-80.166235,9,8669035,13,291,0,2017
2,4.94,35,33,617,40.041333,-75.146785,36,7479736,34,168,2,2019
2,5.0,59,54,722,47.51419,-122.356467,43,10316271,10,74,0,2018
2,4.85,66,61,586,28.441478,-81.243535,9,7734529,10,191,1,2010
2,4.97,44,40,617,39.996339,-75.15387,36,2040764,17,54,2,2008
2,5.0,4,4,600,40.718529,-111.541343,41,14323088,27,297,2,2018
2,4.92,30,25,637,45.564304,-122.593333,35,8808196,49,387,1,2019
2,4.88,9,8,368,33.961908,-118.327403,4,10707894,4,10,0,2016
1,5.0,42,38,516,45.099011,-93.213008,23,5354320,48,286,0,2019
2,4.83,31,30,743,40.559502,-111.902689,41,8018380,14,420,2,2019
2,4.92,86,85,617,39.996853,-75.15355,36,2040764,37,32,0,2013
1,5.0,10,10,226,33.986308,-117.552004,4,6395947,48,287,0,2016
2,5.0,28,27,604,34.17415,-118.09855,4,2344685,18,434,2,2017
2,4.97,90,75,378,40.718636,-74.054994,30,2110510,22,452,2,2018
2,5.0,29,27,360,33.717884,-118.037641,4,4136290,21,145,0,2015
2,4.98,48,42,375,30.333024,-81.792467,9,742089,33,167,2,2015
2,5.0,14,13,353,21.280526,-157.797737,11,2754690,29,93,0,2014
2,5.0,1,1,293,33.890738,-117.877756,4,11320201,30,184,0,2016
2,4.81,36,32,422,36.114762,-115.172904,32,7458711,8,256,0,2015
2,4.81,91,74,353,21.326195,-157.873243,11,2394117,22,452,2,2018
2,5.0,22,19,618,33.448323,-111.983472,3,4009047,13,132,2,2018
2,5.0,51,45,191,39.754224,-104.991905,5,2077169,49,9,2,2018
1,5.0,22,21,682,38.723261,-121.395458,4,330082,48,288,2,2016
2,5.0,5,5,116,35.78434,-78.811723,27,5804744,22,454,2,2019
2,4.97,38,36,482,28.039698,-80.630078,9,6215578,8,65,0,2017
2,4.6,57,43,488,29.975665,-90.160072,18,198464,18,396,0,2015
2,5.0,1,1,490,25.81591,-80.123067,9,3237409,3,24,0,2019
2,5.0,2,1,604,34.174178,-118.098549,4,2344685,4,274,0,2018
1,4.85,50,40,191,39.799974,-104.873685,5,2809821,48,288,2,2017
2,5.0,1,1,711,36.010387,-96.089152,34,1071113,10,348,3,2020
2,5.0,78,65,21,35.748468,-78.827324,27,5164187,22,452,2,2017
2,4.96,76,70,378,40.718057,-74.054091,30,2110510,3,17,0,2018
2,5.0,28,22,544,33.67102,-117.862232,4,9863897,34,46,0,2019
2,4.83,7,6,195,30.388643,-86.368335,9,10044353,25,353,2,2015
2,5.0,3,2,489,25.799412,-80.261159,9,1506983,37,382,0,2019
2,5.0,14,12,698,37.330328,-121.887143,4,177704,4,266,0,2011
2,5.0,34,31,236,34.090838,-118.055012,4,6732603,1,7,0,2015
2,5.0,4,3,50,32.839966,-97.11734,40,1025778,37,382,0,2019
2,4.9,31,29,191,39.764655,-104.905183,5,543152,8,407,2,2011
2,4.79,52,42,722,47.649415,-122.322607,43,663789,49,148,2,2008
2,5.0,71,63,782,34.050037,-84.089022,10,312450,31,253,0,2016
2,5.0,3,3,505,33.617855,-117.688673,4,13706036,34,111,0,2019
2,4.97,67,60,387,39.050571,-94.685433,16,5584584,18,396,0,2019
2,5.0,104,90,586,28.386331,-81.341247,9,5290174,49,95,0,2018
2,4.9,180,150,158,39.869727,-104.78785,5,2318184,49,9,2,2009
2,5.0,9,7,489,25.770908,-80.193962,9,7932025,33,363,0,2015
2,4.91,41,33,576,35.512752,-97.606981,34,4006959,10,74,0,2017
2,4.8,14,10,637,45.568321,-122.590883,35,14731540,26,210,0,2014
2,5.0,28,24,2,21.379527,-157.930794,11,1643790,22,452,2,2016
2,5.0,7,7,597,40.03992,-75.477693,36,4925670,0,243,2,2019
2,4.9,102,83,353,21.285221,-157.839093,11,1698976,22,452,2,2008
2,5.0,9,9,644,35.901236,-78.554284,27,8760328,20,220,2,2013
2,5.0,8,7,251,21.331911,-158.011298,11,2344770,22,454,2,2019
2,4.67,41,30,644,35.860562,-78.715984,27,5821612,17,301,1,2008
2,5.0,13,10,353,21.273708,-157.816388,11,2587963,17,76,0,2014
2,4.76,133,112,618,33.449218,-111.987548,3,950349,13,160,0,2015
2,5.0,21,19,572,37.815913,-122.278687,4,2280266,4,455,2,2016
2,5.0,55,49,116,35.750561,-78.777946,27,3632429,40,15,0,2010
2,4.93,20,15,241,38.407751,-121.478419,4,12074407,10,74,0,2019
2,4.82,59,45,747,40.729266,-111.892207,41,5214286,14,27,2,2011
2,5.0,6,3,455,40.409444,-104.998316,5,5570744,10,191,1,2018
2,4.9,98,80,799,32.144289,-110.962334,3,3860635,10,73,0,2011
2,4.73,117,78,719,33.466762,-111.89574,3,2525803,13,150,0,2016
2,5.0,4,3,371,33.69018,-117.833144,4,7504313,8,65,0,2017
2,4.76,63,59,13,40.939826,-73.930705,30,706133,4,241,0,2019
2,5.0,5,4,743,40.551222,-111.898691,41,8810918,37,382,0,2019
2,4.88,18,16,132,35.024448,-85.155446,39,5252641,8,65,0,2018
1,5.0,9,9,527,40.668751,-111.888054,41,11681346,48,286,0,2019
3,4.87,44,39,618,33.447787,-111.982567,3,4009047,49,314,0,2008
2,4.92,13,12,34,39.80434,-104.685084,5,30050,46,304,2,2014
2,5.0,3,2,35,30.349875,-97.733228,40,2064076,26,345,2,2014
1,4.95,29,21,107,42.370926,-71.112223,19,4303275,48,287,0,2019
2,4.89,39,37,136,41.866904,-87.622797,14,507959,8,99,0,2017
2,4.99,78,71,375,30.324085,-81.523021,9,3102577,49,95,0,2016
2,5.0,4,3,783,27.96196,-82.516054,9,14985418,9,263,0,2012
2,4.97,45,32,353,21.322768,-157.849826,11,1140662,17,301,1,2011
2,4.98,91,81,618,33.448969,-111.983894,3,4009047,10,110,2,2018
1,5.0,31,27,254,38.651251,-121.308241,4,5685292,48,286,0,2018
2,4.82,26,22,250,42.401456,-71.042118,19,1472656,1,405,2,2018
2,5.0,20,12,644,35.860465,-78.715964,27,5821612,22,75,2,2015
1,4.95,76,66,422,36.088449,-115.233552,32,4393327,48,286,0,2018
2,5.0,14,14,611,26.027873,-80.372682,9,8930780,26,180,2,2017
2,4.41,20,17,25,38.864768,-77.064223,42,3276160,4,281,0,2014
2,5.0,3,2,257,38.815685,-77.276316,42,7641399,49,95,0,2018
2,5.0,3,2,191,39.817484,-105.003201,5,9554539,3,319,2,2012
1,4.99,95,88,637,45.534176,-122.5732,35,3082494,48,286,0,2018
3,4.86,109,91,35,30.30624,-97.707401,40,4353395,26,198,0,2011
2,4.92,43,39,496,40.4799,-79.970347,36,2946778,4,455,2,2018
2,4.25,5,4,375,30.281897,-81.755167,9,3926181,8,99,0,2016
2,5.0,21,17,14,28.640594,-81.388966,9,10413560,23,402,0,2009
2,5.0,2,2,637,45.564112,-122.592848,35,8808196,33,111,0,2017
2,5.0,3,1,637,45.568036,-122.591303,35,2459011,26,345,2,2017
2,4.89,53,38,690,29.609393,-98.606338,40,2714703,10,223,2,2018
2,4.87,51,38,705,28.811007,-81.283946,9,6993507,18,396,0,2010
2,4.95,44,42,131,35.220295,-80.817874,27,21255,10,40,0,2014
2,4.98,48,43,191,39.765326,-104.903,5,543152,8,407,2,2009
2,4.96,58,51,337,35.98217,-115.094562,32,792571,21,145,0,2017
2,4.97,179,154,748,37.640932,-122.404405,4,1122675,40,12,0,2017
2,5.0,8,8,820,37.891402,-122.076243,4,6840779,37,105,0,2013
2,5.0,8,8,858,28.473452,-81.623991,9,14815241,8,128,2,2020
2,4.93,29,27,586,28.490381,-81.415373,9,9903143,13,291,0,2017
0,5.0,16,11,624,40.502524,-80.054488,36,1092883,33,240,2,2013
2,4.96,28,28,132,35.024367,-85.155498,39,5252641,20,172,0,2009
2,5.0,14,12,331,21.603431,-157.899434,11,5068310,49,415,3,2012
2,4.9,46,41,191,39.677562,-104.959217,5,4832217,40,255,2,2017
2,5.0,8,7,696,37.787712,-122.392408,4,2485941,4,471,2,2017
2,5.0,10,10,586,28.389599,-81.351591,9,10606797,40,15,0,2013
2,5.0,12,11,432,38.035242,-84.425293,17,14660731,17,54,2,2018
2,4.86,25,22,309,43.115237,-87.912296,44,922751,49,95,0,2010
2,4.57,7,7,375,30.293727,-81.606324,9,2447673,8,140,4,2015
2,5.0,111,103,829,28.189261,-82.293428,9,3123958,21,145,0,2014
2,5.0,10,9,531,36.049018,-86.705647,39,2389074,18,121,0,2020
2,4.93,15,14,378,40.715132,-74.032675,30,747774,10,348,3,2019
2,5.0,1,1,564,64.754889,-147.262722,0,7466564,14,27,2,2013
2,1.0,1,1,722,47.513483,-122.32925,43,13785187,13,291,0,2018
2,5.0,1,1,276,26.092458,-80.136259,9,9604745,37,445,0,2018
2,5.0,7,7,97,33.847512,-117.987641,4,5292463,49,38,0,2013
2,4.64,65,50,353,21.345238,-157.864754,11,1392822,49,415,3,2011
2,5.0,8,5,779,37.371748,-122.055696,4,912355,34,169,2,2019
1,5.0,8,5,167,33.630692,-117.917382,4,12967529,48,286,0,2020
2,4.98,61,48,618,33.449241,-111.986154,3,5339988,4,266,0,2013
1,5.0,13,12,690,29.447427,-98.471792,40,7741343,48,286,0,2018
2,4.68,44,28,68,44.861897,-93.229714,23,1300675,13,132,2,2011
2,4.84,31,31,1,41.912439,-87.990299,14,4886470,35,258,2,2006
2,5.0,10,10,694,32.894422,-117.131536,4,12557554,30,184,0,2017
2,4.82,84,62,617,39.948207,-75.14369,36,2541813,50,189,0,2018
2,5.0,15,14,35,30.420479,-97.739445,40,7107554,3,371,0,2015
2,5.0,19,16,653,41.21777,-81.64277,33,297992,34,46,0,2019
2,5.0,3,3,483,35.01793,-89.800828,39,14243268,22,356,2,2019
2,5.0,9,7,255,64.822677,-147.713731,0,9486473,37,360,2,2018
1,5.0,25,24,27,38.99859,-77.499347,42,11636112,48,286,0,2019
3,4.86,66,56,35,30.286223,-97.706597,40,4353395,49,317,0,2012
2,5.0,1,1,452,33.94551,-118.372297,4,1300139,18,396,0,2012
2,4.84,251,214,618,33.449606,-111.987894,3,950349,49,66,0,2014
2,4.55,102,91,489,25.799594,-80.260861,9,637495,10,191,1,2016
2,4.75,9,4,279,26.544875,-81.801111,9,2456231,50,127,0,2012
2,5.0,3,3,616,30.472611,-97.558001,40,4879293,3,22,0,2018
2,5.0,1,1,359,35.439288,-80.860629,27,12952974,14,388,3,2015
2,4.78,41,27,698,37.368573,-121.819114,4,785391,4,266,0,2016
2,4.73,118,82,415,39.705556,-105.076869,5,2245310,49,387,1,2006
2,5.0,31,26,618,33.450036,-111.986388,3,5339988,22,452,2,2012
2,5.0,3,3,701,37.545868,-122.283389,4,11072470,4,467,2,2017
2,5.0,2,2,644,35.777389,-78.632273,27,11304179,8,65,0,2016
3,5.0,8,6,485,41.675439,-81.387289,33,1092884,26,113,0,2016
2,5.0,18,17,637,45.532139,-122.537116,35,9058332,13,136,2,2007
2,5.0,2,2,136,41.987538,-87.653977,14,11672196,50,309,0,2014
1,4.96,145,131,717,42.073421,-88.060956,14,2966298,48,286,0,2018
1,5.0,8,4,253,40.928264,-74.115947,30,1319433,48,288,2,2020
2,5.0,38,28,694,32.725837,-117.195104,4,9022317,4,482,0,2020
2,5.0,57,47,155,38.977996,-104.760834,5,6963668,17,357,3,2006
2,5.0,33,30,618,33.447612,-111.983429,3,4009047,13,132,2,2019
1,4.91,15,11,422,36.039898,-115.248788,32,7157622,48,288,2,2018
2,5.0,7,6,566,40.858945,-111.901423,41,14678809,22,187,3,2020
2,5.0,12,12,422,36.092225,-115.186973,32,6085018,4,248,0,2017
2,4.94,18,17,384,21.378719,-157.727816,11,11313508,52,484,0,2013
2,4.94,19,17,586,28.468883,-81.265763,9,3140152,8,65,0,2016
2,5.0,1,1,861,40.568634,-74.304506,30,14303026,25,351,2,2018
3,4.97,47,38,618,33.448646,-111.982884,3,4009047,49,316,0,2014
1,5.0,18,15,783,27.939893,-82.472578,9,9474691,48,286,0,2019
0,4.95,53,41,624,40.502466,-80.054611,36,1092883,50,188,0,2015
2,5.0,19,19,131,35.369822,-80.804861,27,10581294,29,90,0,2013
2,5.0,6,4,291,29.465291,-95.22261,40,2844865,8,141,4,2009
2,5.0,5,4,357,29.746491,-95.308254,40,14615402,4,266,0,2011
2,5.0,4,4,313,32.998695,-80.054537,38,15273799,6,125,2,2014
2,4.82,107,87,155,38.839199,-104.845158,5,5997134,22,192,2,2008
3,5.0,14,13,220,34.012622,-118.141241,4,3217019,49,316,0,2017
2,4.83,11,6,371,33.654175,-117.750333,4,2713274,22,452,2,2008
2,4.68,159,117,415,39.706807,-105.076132,5,2245310,49,9,2,2005
2,5.0,2,2,548,40.000619,-86.064664,15,106644,49,479,0,2018
2,5.0,74,63,131,35.161855,-80.736282,27,2032137,4,266,0,2011
2,5.0,63,56,167,33.63995,-117.932353,4,9683913,12,8,0,2015
2,4.78,9,9,617,39.996502,-75.154136,36,2040764,18,377,2,2009
2,4.98,47,41,2,21.382615,-157.950813,11,7799729,13,291,0,2016
2,4.92,59,50,167,33.640076,-117.932415,4,9683913,3,320,2,2019
2,5.0,6,2,136,41.837663,-87.623043,14,9660617,26,115,0,2015
2,5.0,19,19,452,34.139717,-118.3796,4,1857079,4,10,0,2017
2,5.0,48,43,81,26.568477,-80.100497,9,6924112,22,454,2,2020
2,5.0,38,37,35,30.179241,-97.695907,40,2885282,49,66,0,2009
3,5.0,40,35,504,25.985633,-80.248685,9,5577008,4,485,0,2015
2,5.0,61,55,465,33.889021,-118.394328,4,731329,40,255,2,2015
2,4.75,4,4,637,45.567757,-122.591121,35,2459011,17,301,1,2015
2,5.0,8,8,238,37.949462,-122.267946,4,12941913,40,308,0,2014
2,5.0,6,6,140,32.625208,-116.973563,4,8929348,40,72,0,2008
1,5.0,56,53,689,40.713886,-111.859185,41,5101775,48,287,0,2015
1,5.0,3,3,245,41.905128,-87.94126,14,1606369,48,286,0,2018
3,4.97,42,36,618,33.44723,-111.984035,3,4009047,49,314,0,2011
2,4.93,126,96,415,39.734605,-105.079754,5,4057191,46,156,2,2017
2,5.0,37,33,859,28.609909,-81.359177,9,4913720,50,421,2,2018
2,4.5,10,8,690,29.513966,-98.53785,40,64265,50,309,0,2013
2,5.0,4,3,626,33.080743,-96.739564,40,2135384,40,45,0,1980
2,4.83,38,29,17,61.189415,-149.897877,0,2928932,17,313,2,2010
2,5.0,1,1,92,39.974008,-75.342489,36,9936051,9,307,1,2017
2,4.94,85,68,378,40.717529,-74.054604,30,2110510,13,142,3,2018
2,4.97,41,37,478,33.466806,-84.216997,10,10244672,26,210,0,2015
2,5.0,16,15,357,29.938658,-95.503783,40,14404700,49,66,0,2013
2,4.8,46,40,121,30.531484,-97.856971,40,2205924,17,31,0,2019
2,4.85,31,27,810,38.915714,-77.241402,42,3276160,4,266,0,2011
1,5.0,11,10,283,32.876022,-97.283062,40,4368938,23,300,2,2019
2,4.75,150,102,488,29.973426,-90.161158,18,198464,49,478,0,2014
2,5.0,31,30,452,34.105845,-118.317493,4,1004305,10,73,0,2018
2,5.0,11,7,35,30.273903,-97.723299,40,5793069,13,291,0,2016
2,4.98,164,153,747,40.695048,-111.908522,41,1723833,3,16,0,2012
2,5.0,9,7,483,35.016046,-89.800909,39,14243268,22,75,2,2019
2,5.0,21,18,251,21.332834,-158.011146,11,2344770,22,454,2,2019
2,5.0,3,3,29,33.605798,-84.501351,10,15622497,22,312,2,2015
2,5.0,5,5,413,35.211626,-89.735437,39,1327388,13,160,0,2013
2,5.0,2,2,489,25.75969,-80.193024,9,864946,8,65,0,2018
2,5.0,20,19,276,26.092811,-80.156248,9,3205604,21,145,0,2016
2,4.83,7,6,791,28.576568,-80.817794,9,6993507,49,95,0,2016
2,5.0,4,2,276,26.088259,-80.13556,9,10448485,36,284,0,2019
2,5.0,16,15,794,27.98229,-82.570563,9,6416990,1,186,0,2019
0,5.0,39,35,593,40.85272,-73.998734,30,9806507,25,108,2,2018
2,4.96,125,117,276,26.121287,-80.142335,9,4881621,13,291,0,2016
2,5.0,17,17,426,30.563945,-97.814958,40,10817313,22,452,2,2020
2,4.89,41,28,191,39.776626,-104.738775,5,6851915,49,148,2,2008
2,4.84,76,64,357,30.019797,-95.379648,40,5887443,49,333,2,2012
2,5.0,37,34,690,29.606083,-98.510872,40,10167220,37,32,0,2015
2,5.0,3,3,754,47.649158,-117.433347,43,9860358,46,102,2,2018
2,4.98,70,60,452,34.04561,-118.232783,4,6410040,11,1,0,2018
2,5.0,8,6,799,32.39974,-110.979165,3,14558793,22,75,2,2015
2,4.5,16,12,586,28.476554,-81.395784,9,449556,37,32,0,2011
1,4.79,21,19,432,33.894305,-81.228493,38,76559,48,286,0,2018
2,5.0,2,2,628,37.692184,-121.921325,4,14388267,50,221,0,2012
2,4.67,38,30,408,33.670599,-117.683061,4,3584766,17,301,1,2006
2,5.0,13,12,357,29.97829,-95.508117,40,12798083,13,154,0,2015
2,4.99,172,145,804,34.090014,-117.639207,4,354032,17,76,0,2011
2,5.0,30,26,575,28.166193,-82.581129,9,451389,18,396,0,2013
2,5.0,25,22,690,29.639819,-98.490407,40,3730585,33,111,0,2014
2,5.0,45,43,542,47.542904,-122.163945,43,10537511,22,454,2,2019
2,5.0,1,1,251,21.337618,-158.012875,11,6624795,11,275,0,2012
2,5.0,28,22,121,30.523382,-97.863155,40,5128958,49,66,0,2015
2,5.0,5,4,682,38.67333,-121.501449,4,5820172,52,484,0,2013
2,5.0,29,25,722,47.661827,-122.280632,43,2026318,18,28,0,2019
2,5.0,2,1,743,40.571284,-111.910224,41,9957045,46,237,0,2017
2,5.0,25,24,637,45.577456,-122.852405,35,3156307,46,304,2,2018
2,4.99,109,97,657,33.8882,-117.321566,4,4311443,30,184,0,2015
2,5.0,10,9,682,38.654507,-121.525678,4,14859798,13,291,0,2016
2,5.0,139,108,375,30.333127,-81.791778,9,742089,17,76,0,2018
1,4.98,51,46,694,32.969873,-117.132012,4,309786,48,287,0,2015
2,5.0,12,12,251,21.332304,-158.010923,11,2344770,22,187,3,2020
2,5.0,3,3,353,21.325166,-157.925294,11,5161902,3,322,2,2016
